title;abstract
"Hyperspectral retinal imaging biomarkers of ocular and systemic diseases";"Hyperspectral imaging is a frontier in the field of medical imaging technology. It enables the simultaneous collection of spectroscopic and spatial data. Structural and physiological information encoded in these data can be used to identify and localise typically elusive biomarkers. Studies of retinal hyperspectral imaging have provided novel insights into disease pathophysiology and new ways of non-invasive diagnosis and monitoring of retinal and systemic diseases. This review provides a concise overview of recent advances in retinal hyperspectral imaging."
"Hyperspectral confocal imaging for high-throughput readout and analysis of bio-integrated microlasers";"Integrating micro- and nanolasers into live cells, tissue cultures and small animals is an emerging and rapidly evolving technique that offers noninvasive interrogation and labeling with unprecedented information density. The bright and distinct spectra of such lasers make this approach particularly attractive for high-throughput applications requiring single-cell specificity, such as multiplexed cell tracking and intracellular biosensing. The implementation of these applications requires high-resolution, high-speed spectral readout and advanced analysis routines, which leads to unique technical challenges. Here, we present a modular approach consisting of two separate procedures. The first procedure instructs users on how to efficiently integrate different types of lasers into living cells, and the second procedure presents a workflow for obtaining intracellular lasing spectra with high spectral resolution and up to 125-kHz readout rate and starts from the construction of a custom hyperspectral confocal microscope. We provide guidance on running hyperspectral imaging routines for various experimental designs and recommend specific workflows for processing the resulting large data sets along with an open-source Python library of functions covering the analysis pipeline. We illustrate three applications including the rapid, large-volume mapping of absolute refractive index by using polystyrene microbead lasers, the intracellular sensing of cardiac contractility with polystyrene microbead lasers and long-term cell tracking by using semiconductor nanodisk lasers. Our sample preparation and imaging procedures require 2 days, and setting up the hyperspectral confocal microscope for microlaser characterization requires <2 weeks to complete for users with limited experience in optical and software engineering."
"Clinical validity of flexible spectral imaging color enhancement (FICE) in small-bowel capsule endoscopy: a systematic review and meta-analysis";"Patients and methods A comprehensive literature search was conducted. We measured pooled rate of lesion visualization improvement and improvement in lesion detection comparing FICE settings 1 - 3 and WLE, for angioectasias and ulcers/erosions. Pooled results were derived using the random-effects model because of high heterogeneity as measured by I-2. Repeated-measures analysis of variance (ANOVA) was used to measure differences in lesion detection between WLE and the three FICE modes. Results 13 studies were analyzed. All studies used the PillCam SB 1 and/or SB 2 devices. Most used experienced readers. Improvement in delineation had been investigated in 4 studies, in the 3 studies entered into the meta-analysis, using FICE setting 1, 89% of angioectasias and 45% of ulcer/erosions were considered to show improved delineation. For FICE settings 2 and 3, small proportions of images showed improved delineation. Heterogeneity of studies was high with I-2 > 90% in 4/ 6 analyses. Lesion detection had been investigated in 10 studies, meta-analysis included 5 studies. Lesion detection did not differ significantly between any of the FICE modes and WLE. Conclusions Overall, the use of the three FICE modes did not significantly improve delineation or detection rate in SBCE. In pigmented lesions, FICE setting 1 performed better in lesion delineation and detection."
"Advancing hyperspectral imaging and machine learning tools toward clinical adoption in tissue diagnostics: A comprehensive review";"Hyperspectral imaging (HSI) has become an evident transformative apparatus in medical diagnostics. The review aims to appraise the present advancement and challenges in HSI for medical applications. It features a variety of medical applications namely diagnosing diabetic retinopathy, neurodegenerative diseases like Parkinson's and Alzheimer's, which illustrates its effectiveness in early diagnosis, early caries detection in periodontal disease, and dermatology by detecting skin cancer. Regardless of these advances, the challenges exist within every aspect that limits its broader clinical adoption. It has various constraints including difficulties with technology related to the complexity of the HSI system and needing specialist training, which may act as a drawback to its clinical settings. This article pertains to potential challenges expressed in medical applications and probable solutions to overcome these constraints. Successful companies that perform advanced solutions with HSI in terms of medical applications are being emphasized in this study to signal the high level of interest in medical diagnosis for systems to incorporate machine learning ML and artificial intelligence AI to foster precision diagnosis and standardized clinical workflow. This advancement signifies progressive possibilities of HSI in real-time clinical assessments. In conclusion despite HSI has been presented as a significant advanced medical imaging tool, addressing its limitations and probable solutions is for broader clinical adoption. (C) 2024 Author(s). All article content, except where otherwise noted, is licensed under a Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/)."
"Alternative intraoperative optical imaging modalities for fluorescence angiography in gastrointestinal surgery: spectral imaging and imaging photoplethysmography";"IntroductionIntraoperative near-infrared fluorescence angiography with indocyanine green (ICG-FA) is a well-established modality in gastrointestinal surgery. Its main drawback is the application of a fluorescent agent with possible side effects for patients. The goal of this review paper is the presentation of alternative, non-invasive optical imaging methods and their comparison with ICG-FA.Material and methodsThe principles of ICG-FA, spectral imaging, imaging photoplethysmography (iPPG), and their applications in gastrointestinal surgery are described based on selected published works.ResultsThe main applications of the three modalities are the evaluation of tissue perfusion, the identification of risk structures, and tissue segmentation or classification. While the ICG-FA images are mainly evaluated visually, leading to subjective interpretations, quantitative physiological parameters and tissue segmentation are provided in spectral imaging and iPPG. The combination of ICG-FA and spectral imaging is a promising method.ConclusionsNon-invasive spectral imaging and iPPG have shown promising results in gastrointestinal surgery. They can overcome the main drawbacks of ICG-FA, i.e. the use of contrast agents, the lack of quantitative analysis, repeatability, and a difficult standardization of the acquisition. Further technical improvements and clinical evaluations are necessary to establish them in daily clinical routine."
"Hyperspectral imaging solutions for brain tissue metabolic and hemodynamic monitoring: past, current and future developments";"Hyperspectral imaging (HSI) technologies have been used extensively in medical research, targeting various biological phenomena and multiple tissue types. Their high spectral resolution over a wide range of wavelengths enables acquisition of spatial information corresponding to different light-interacting biological compounds. This review focuses on the application of HSI to monitor brain tissue metabolism and hemodynamics in life sciences. Different approaches involving HSI have been investigated to assess and quantify cerebral activity, mainly focusing on: (1) mapping tissue oxygen delivery through measurement of changes in oxygenated (HbO(2)) and deoxygenated (HHb) hemoglobin, and (2) the assessment of the cerebral metabolic rate of oxygen (CMRO2) to estimate oxygen consumption by brain tissue. Finally, we introduce future perspectives of HSI of brain metabolism, including its potential use for imaging optical signals from molecules directly involved in cellular energy production. HSI solutions can provide remarkable insight in understanding cerebral tissue metabolism and oxygenation, aiding investigation on brain tissue physiological processes."
"Applications of multispectral and hyperspectral imaging in dermatology";"Vision is essential in the diagnostic capabilities in the speciality of dermatology. However, humans are limited in colour vision by the trichromatic visual system that we possess. Multispectral and hyperspectral imaging can overcome this limitation and non-invasively provide novel information about a skin lesion at the cellular level. A literature review from January 2019 to March 2021 for hyperspectral and multispectral imaging in the field of dermatology was conducted. Multispectral/Hyperspectral imaging continues to generate significant research and interest in dermatology. Much of this research is on distinguishing melanoma from benign nevi as this could allow for a diagnosis without biopsy. In addition, adding multispectral/hyperspectral imaging to smartphones is being researched in order to create a portable and low-cost device that can be used in remote areas. One of the limitations in developing devices utilizing hyperspectral imaging has been a sacrifice in specificity in order to maximize sensitivity. Potential solutions to combat this that are being researched include combining multispectral/hyperspectral imaging with other imaging modalities such as photoacoustic imaging in order to overcome the limitations of using each individually. Multispectral/Hyperspectral imaging could be an instrumental aid for clinicians in examining, diagnosing and developing the management plan for patient's skin lesions."
"Hyperspectral imaging for early diagnosis of diseases: A review";"Hyperspectral Imaging (HSI) has grown to be one of the most crucial optical imaging modalities with applications in numerous industries. The non-invasive nature of HSI has led to widening its horizon to the medical domain, especially in areas like early diagnosis of various diseases. HSI combines both imaging and spectroscopy properties, thereby exploiting spectral and spatial dimensions of images captured, providing quick and accurate interpretation of data. The current study aims to give an exhaustive overview of HSI's applications pertaining to the medical industry for fast detection of diseases and aiding in surgical procedures. The survey focuses on hyperspectral imaging combined with various approaches - machine learning, deep learning, genetic algorithms, and anomaly detection for the treatment of disorders. In addition, the survey highlights accompanying pre-processing approaches, performance metrics, inferences, and future prospects of HSI in the medical domain. The current study can gauge computer vision specialists, researchers in machine and deep learning domain, doctors, and scientists by giving them a platform for improving existing treatment methods for the betterment of society."
"Hyperspectral imaging in wound care: A systematic review";"Multispectral and hyperspectral imaging (HSI) are emerging imaging techniques with the potential to transform the way patients with wounds are cared for, but it is not clear whether current systems are capable of delivering real-time tissue characterisation and treatment guidance. We conducted a systematic review of HSI systems that have been assessed in patients, published over the past 32 years. We analysed 140 studies, including 10 different HSI systems. Current in vivo HSI systems generate a tissue oxygenation map. Tissue oxygenation measurements may help to predict those patients at risk of wound formation or delayed healing. No safety concerns were reported in any studies. A small number of studies have demonstrated the capabilities of in vivo label-free HSI, but further work is needed to fully integrate it into the current clinical workflow for different wound aetiologies. As an emerging imaging modality for medical applications, HSI offers great potential for non-invasive disease diagnosis and guidance when treating patients with both acute and chronic wounds."
"Hyperspectral and multispectral image processing for gross-level tumor detection in skin lesions: a systematic review";"Significance: Skin cancer is one of the most prevalent cancers worldwide. In the advent of medical digitization and telepathology, hyper/multispectral imaging (HMSI) allows for noninvasive, nonionizing tissue evaluation at a macroscopic level. Aim: We aim to summarize proposed frameworks and recent trends in HMSI-based classification and segmentation of gross-level skin tissue. Approach: A systematic review was performed, targeting HMSI-based systems for the classification and segmentation of skin lesions during gross pathology, including melanoma, pigmented lesions, and bruises. The review adhered to the 2020 Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) guidelines. For eligible reports published from 2010 to 2020, trends in HMSI acquisition, preprocessing, and analysis were identified. Results: HMSI-based frameworks for skin tissue classification and segmentation vary greatly. Most reports implemented simple image processing or machine learning, due to small training datasets. Methodologies were evaluated on heavily curated datasets, with the majority targeting melanoma detection. The choice of preprocessing scheme influenced the performance of the system. Some form of dimension reduction is commonly applied to avoid redundancies that are inherent in HMSI systems. Conclusions: To use HMSI for tumor margin detection in practice, the focus of system evaluation should shift toward the explainability and robustness of the decision-making process. (C) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 International License."
"Dermoscopy and skin imaging light sources: a comparison and review of spectral power distribution and color consistency";"Significance: Dermoscopes incorporate light, polarizers, and optical magnification into a handheld tool that is commonly used by dermatologists to evaluate skin findings. Diagnostic accuracy is improved when dermoscopes are used, and some major artificial intelligence (AI) projects have been accomplished using dermocopic images. Color rendering consistency and fidelity are crucial for clinical diagnostics, AI, and image processing applications. Aim: With many devices available on the market, our objective was to measure the emission spectra of various dermoscopes, compare them with other light sources, and illustrate variations in reflected colors from images of a reference sample. Approach: A spectrometer measured the spectral power distribution (SPD) produced by four dermoscope models and three alternate light sources, illustrating differences in the emission spectra. Most dermoscopes use light-emitting diodes (LEDs), which are inconsistent when compared with one another. An LED was compared with halogen, xenon-arc, and daylight sources. Images of a micro ColorChecker were acquired from several sources, and three specific colors were selected to compare in CIELAB color space. Color consistency and color fidelity measured by color rendering index (CRI) and TM-30-18 graphical vectors show variation in saturation and chroma fidelity. Results: A marked degree of variation was observed in both the emission and reflected light coming from different dermoscopes and compared with other sources. The same chromophores appeared differently depending on the light source used. Conclusions: A lack of uniform illumination resulted in inconsistent image color and likely impacted metamerism and visibility of skin chromophores in real-world settings. Artificial light in skin examinations, especially LEDs, may present challenges for the visual separation of specific colors. Attention to LEDs SPD may be important, especially as the field increases dependency on machine/computer vision. (c) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 International License. Distribution or reproduction of this work in whole or in part requires full attribution of the original publication, including its DOI."
"Hyperspectral imaging in neurosurgery: a review of systems, computational methods, and clinical applications";"Significance: Accurate identification between pathologic (e.g., tumors) and healthy brain tissue is a critical need in neurosurgery. However, conventional surgical adjuncts have significant limitations toward achieving this goal (e.g., image guidance based on pre-operative imaging becomes inaccurate up to 3 cm as surgery proceeds). Hyperspectral imaging (HSI) has emerged as a potential powerful surgical adjunct to enable surgeons to accurately distinguish pathologic from normal tissues. Aim: We review HSI techniques in neurosurgery, categorize, explain, and summarize their technical and clinical details, and present some promising directions for future work. Approach: We performed a literature search on HSI methods in neurosurgery focusing on their hardware and implementation details, classification, estimation, and band selection methods, publicly available labeled and unlabeled data, image processing and augmented reality visualization systems, and clinical study conclusions. Results: We present a detailed review of HSI results in neurosurgery with a discussion of over 25 imaging systems, 45 clinical studies, and 60 computational methods. We first provide a short overview of HSI and the main branches of neurosurgery. Then, we describe in detail the imaging systems, computational methods, and clinical results for HSI using reflectance or fluorescence. Clinical implementations of HSI yield promising results in estimating perfusion and mapping brain function, classifying tumors and healthy tissues (e.g., in fluorescence-guided tumor surgery, detecting infiltrating margins not visible with conventional systems), and detecting epileptogenic regions. Finally, we discuss the advantages and disadvantages of HSI approaches and interesting research directions as a means to encourage future development. Conclusions: We describe a number of HSI applications across every major branch of neurosurgery. We believe these results demonstrate the potential of HSI as a powerful neurosurgical adjunct as more work continues to enable rapid acquisition with smaller footprints, greater spectral and spatial resolutions, and improved detection."
"Hyperspectral retinal imaging in Alzheimer's disease and age-related macular degeneration: a review";"While Alzheimer's disease and other neurodegenerative diseases have traditionally been viewed as brain disorders, there is growing evidence indicating their manifestation in the eyes as well. The retina, being a developmental extension of the brain, represents the only part of the central nervous system that can be noninvasively imaged at a high spatial resolution. The discovery of the specific pathological hallmarks of Alzheimer's disease in the retina of patients holds great promise for disease diagnosis and monitoring, particularly in the early stages where disease progression can potentially be slowed. Among various retinal imaging methods, hyperspectral imaging has garnered significant attention in this field. It offers a label-free approach to detect disease biomarkers, making it especially valuable for large-scale population screening efforts. In this review, we discuss recent advances in the field and outline the current bottlenecks and enabling technologies that could propel this field toward clinical translation."
"Hyperspectral and multispectral imaging in digital and computational pathology: a systematic review [Invited]";"Hyperspectral imaging (HSI) and multispectral imaging (MSI) technologies have the potential to transform the fields of digital and computational pathology. Traditional digitized histopathological slides are imaged with RGB imaging. Utilizing HSI/MSI, spectral information across wavelengths within and beyond the visual range can complement spatial information for the creation of computer-aided diagnostic tools for both stained and unstained histological specimens. In this systematic review, we summarize the methods and uses of HSI/MSI for staining and color correction, immunohistochemistry, autofluorescence, and histopathological diagnostic research. Studies include hematology, breast cancer, head and neck cancer, skin cancer, and diseases of central nervous, gastrointestinal, and genitourinary systems. The use of HSI/MSI suggest an improvement in the detection of diseases and clinical practice compared with traditional RGB analysis, and brings new opportunities in histological analysis of samples, such as digital staining or alleviating the inter-laboratory variability of digitized samples. Nevertheless, the number of studies in this field is currently limited, and more research is needed to confirm the advantages of this technology compared to conventional imagery. (C) 2020 Optical Society of America under the terms of the OSA Open Access Publishing Agreement"
"Hyperspectral Imaging: A Review and Trends towards Medical Imaging";"Hyperspectral Imaging (HSI) is a pertinent technique to provide meaningful information about unique objects in the medical field. This paper discusses the basic principles, imaging methods, comparisons, and advances in the medical applications of HSI to accentuate the importance of HSI in the medical field. To date, there are numerous tools and methods to fix the problems, but reliable medical HSI tools and methods need to be studied. The enactment and analytical competencies of HSI for medical imaging are discussed. Specifically, the recent successes and limitations of HSI in biomedical are presented to offer the readers an insight into its current potential for medical research. Lastly, we have discussed the future challenges concerning medical applications and possible ways to overcome these limitations."
"Hyperspectral imaging for noninvasive tissue perfusion measurements of the lower leg: review of literature and introduction of a standardized measurement protocol with a portable system";"INTRODUCTION: Hyperspectral imaging (HSI) is a noninvasive technique for transcutaneous measurements of tissue perfusion. This study (1) provides a review of the current literature on HSI for tissue perfusion measurements of the lower leg and (2) introduces a standardized measurement protocol for HSI measurements with a portable system. EVIDENCE ACQUISITION: A literature search was performed for studies on tissue perfusion measurements with HSI in the lower extremity. A standardized protocol was developed to perform HSI measurements in 43 healthy volunteers at the plantar side of the foot and at the lateral side of the calf, with 3 consecutive hyperspectral images at each location. EVIDENCE SYNTHESIS: The literature review identified 9 studies, including 2 of healthy volunteers. 4 of patients with diabetes mellitus, and 3 of patients with peripheral arterial disease. In 5 of 7 patient studies, HSI values were associated with severity of disease or wound healing. In our study, the healthy volunteers' I ISI values for oxyhemoglobin, deoxyhemoglobin, and oxygen saturation were (mean +/- SD) 82.8 +/- 24, 55.7 +/- 15.7, and 59.2 +/- 11.7, respectively, at the plantar surface of the foot, and 40.8 +/- 11, 38.0 +/- 7.8, and 51.7 +/- 10.5, respectively, at the lateral side of the calf. HSI values differed significantly between the calf and plantar locations. Intraoperator reliability between the 3 consecutive images ranged from 81% to 89%. CONCLUSIONS: Limited evidence indicates that HSI is associated with severity of peripheral arterial disease and diabetes mellitus, and with wound healing. Hyperspectral images with a portable system can be taken with high precision when a standardized measurement protocol is used. However, differences exist at several locations at the lower extremity, so each measurement location should be used as its own reference when consecutive measurements are performed during follow-up. More studies with larger patient cohorts should be performed before HSI can be incorporated as standard tool in the diagnostic armamentarium of the vascular specialist."
"Imaging perfusion changes in oncological clinical applications by hyperspectral imaging: a literature review";"Background. Hyperspectral imaging (HSI) is a promising imaging modality that uses visible light to obtain information about blood flow. It has the distinct advantage of being noncontact, nonionizing, and noninvasive without the need for a contrast agent. Among the many applications of HSI in the medical field are the detection of various types of tumors and the evaluation of their blood flow, as well as the healing processes of grafts and wounds. Since tumor perfusion is one of the critical factors in oncology, we assessed the value of HSI in quantifying perfusion changes during interventions in clinical oncology through a systematic review of the literature. Materials and methods. The PubMed and Web of Science electronic databases were searched using the terms hyperspectral imaging perfusion cancer  and hyperspectral imaging resection cancer . The inclusion criterion was the use of HSI in clinical oncology, meaning that all animal, phantom, ex vivo, experimental, research and development, and purely methodological studies were excluded. Results. Twenty articles met the inclusion criteria. The anatomic locations of the neoplasms in the selected articles were as follows: kidneys (1 article), breasts (2 articles), eye (1 article), brain (4 articles), entire gastrointestinal (GI) tract (1 article), upper GI tract (5 articles), and lower GI tract (6 articles). Conclusions. HSI is a potentially attractive imaging modality for clinical application in oncology, with assessment of mastectomy skin flap perfusion after reconstructive breast surgery and anastomotic perfusion during reconstruction of gastrointenstinal conduit as the most promising at present."
"Review on the Application of Hyperspectral Imaging Technology of the Exposed Cortex in Cerebral Surgery";"The study of brain science is vital to human health. The application of hyperspectral imaging in biomedical fields has grown dramatically in recent years due to their unique optical imaging method and multidimensional information acquisition. Hyperspectral imaging technology can acquire two-dimensional spatial information and one-dimensional spectral information of biological samples simultaneously, covering the ultraviolet, visible and infrared spectral ranges with high spectral resolution, which can provide diagnostic information about the physiological, morphological and biochemical components of tissues and organs. This technology also presents finer spectral features for brain imaging studies, and further provides more auxiliary information for cerebral disease research. This paper reviews the recent advance of hyperspectral imaging in cerebral diagnosis. Firstly, the experimental setup, image acquisition and pre-processing, and analysis methods of hyperspectral technology were introduced. Secondly, the latest research progress and applications of hyperspectral imaging in brain tissue metabolism, hemodynamics, and brain cancer diagnosis in recent years were summarized briefly. Finally, the limitations of the application of hyperspectral imaging in cerebral disease diagnosis field were analyzed, and the future development direction was proposed."
"Bibliometric analysis of the current status and trends on medical hyperspectral imaging";"Hyperspectral imaging (HSI) is a promising technology that can provide valuable support for the advancement of the medical field. Bibliometrics can analyze a vast number of publications on both macroscopic and microscopic levels, providing scholars with essential foundations to shape future directions. The purpose of this study is to comprehensively review the existing literature on medical hyperspectral imaging (MHSI). Based on the Web of Science (WOS) database, this study systematically combs through literature using bibliometric methods and visualization software such as VOSviewer and CiteSpace to draw scientific conclusions. The analysis yielded 2,274 articles from 73 countries/regions, involving 7,401 authors, 2,037 institutions, 1,038 journals/conferences, and a total of 7,522 keywords. The field of MHSI is currently in a positive stage of development and has conducted extensive research worldwide. This research encompasses not only HSI technology but also its application to diverse medical research subjects, such as skin, cancer, tumors, etc., covering a wide range of hardware constructions and software algorithms. In addition to advancements in hardware, the future should focus on the development of algorithm standards for specific medical research targets and cultivate medical professionals of managing vast amounts of technical information."
