title;abstract
In Vitro and In Vivo Multispectral Photoacoustic Imaging for the Evaluation of Chromophore Concentration;"Multispectral photoacoustic imaging is a powerful noninvasive medical imaging technique that provides access to functional information. In this study, a set of methods is proposed and validated, with experimental multispectral photoacoustic images used to estimate the concentration of chromophores. The unmixing techniques used in this paper consist of two steps: (1) automatic extraction of the reference spectrum of each pure chromophore; and (2) abundance calculation of each pure chromophore from the estimated reference spectra. The compared strategies bring positivity and sum-to-one constraints, from the hyperspectral remote sensing field to multispectral photoacoustic, to evaluate chromophore concentration. Particularly, the study extracts the endmembers and compares the algorithms from the hyperspectral remote sensing domain and a dedicated algorithm for segmentation of multispectral photoacoustic data to this end. First, these strategies are tested with dilution and mixing of chromophores on colored 4% agar phantom data. Then, some preliminary in vivo experiments are performed. These consist of estimations of the oxygen saturation rate (sO(2)) in mouse tumors. This article proposes then a proof-of-concept of the interest to bring hyperspectral remote sensing algorithms to multispectral photoacoustic imaging for the estimation of chromophore concentration."
Fusion of hyperspectral and multispectral images based on principal component analysis and guided bilateral filtering;Spectral and spatial resolutions play a vital role in remote sensing applications. However, due to the limitations of imaging sensors, hyperspectral image (HSI) with good spectral features often suffers from poor spatial information. To address this problem, HSIs are to be fused with their multispectral image (MSI) versions. Image fusion is the combination of multiple images of same scenes to intensify salient features in the fused image. It is widely used in agriculture, medical, remote sensing areas. In our proposed method, a unique edge-preserving HSI-MSI fusion is developed using principal component analysis (PCA) and guided bilateral filter (GBF). PCA eliminates the correlated variables and increases the variance. The HSI is spatially improved by replacing with the highest variance principal component with its MSI. In addition, the cascaded GBFs present restore the edge details in the fused image. Using three reference and four non reference public datasets, the effectiveness of our method is demonstrated over the existing methods. We have reported 36.98 dB peak signal-to-noise ratio and 0.764 universal image quality index, which are averaged over three HSI-MSI datasets.
Comparison of different spectral cameras for image-guided organ transplantation;Significance: Hyperspectral and multispectral imaging (HMSI) in medical applications provides information about the physiology, morphology, and composition of tissues and organs. The use of these technologies enables the evaluation of biological objects and can potentially be applied as an objective assessment tool for medical professionals. Aim: Our study investigates HMSI systems for their usability in medical applications. Approach: Four HMSI systems (one hyperspectral pushbroom camera and three multispectral snapshot cameras) were examined and a spectrometer was used as a reference system, which was initially validated with a standardized color chart. The spectral accuracy of the cameras reproducing chemical properties of different biological objects (porcine blood, physiological porcine tissue, and pathological porcine tissue) was analyzed using the Pearson correlation coefficient. Results: All the HMSI cameras examined were able to provide the characteristic spectral properties of blood and tissues. A pushbroom camera and two snapshot systems achieve Pearson coefficients of at least 0.97 compared to the ground truth, indicating a very high positive correlation. Only one snapshot camera performs moderately to high positive correlation (0.59 to 0.85). Conclusion: The knowledge of the suitability of HMSI cameras for accurate measurement of chemical properties of biological objects offers a good opportunity for the selection of the optimal imaging tool for specific medical applications, such as organ transplantation. (C) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 Unported License.
Compact and ultracompact spectral imagers: technology and applications in biomedical imaging;Significance: Spectral imaging, which includes hyperspectral and multispectral imaging, can provide images in numerous wavelength bands within and beyond the visible light spectrum. Emerging technologies that enable compact, portable spectral imaging cameras can facilitate new applications in biomedical imaging. Aim: With this review paper, researchers will (1) understand the technological trends of upcoming spectral cameras, (2) understand new specific applications that portable spectral imaging unlocked, and (3) evaluate proper spectral imaging systems for their specific applications. Approach: We performed a comprehensive literature review in three databases (Scopus, PubMed, and Web of Science). We included only fully realized systems with definable dimensions. To best accommodate many different definitions of compact, we included a table of dimensions and weights for systems that met our definition. Results: There is a wide variety of contributions from industry, academic, and hobbyist spaces. A variety of new engineering approaches, such as Fabry-Perot interferometers, spectrally resolved detector array (mosaic array), microelectro-mechanical systems, 3D printing, light-emitting diodes, and smartphones, were used in the construction of compact spectral imaging cameras. In bioimaging applications, these compact devices were used for in vivo and ex vivo diagnosis and surgical settings. Conclusions: Compact and ultracompact spectral imagers are the future of spectral imaging systems. Researchers in the bioimaging fields are building systems that are low-cost, fast in acquisition time, and mobile enough to be handheld. (c) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 International License. Distribution or reproduction of this work in whole or in part requires full attribution of the original publication, including its DOI.
Implementation of a 3-D Hyperspectral Instrument for Skin Imaging Applications;"The many bands acquired by typical multispectral, hyperspectral, and ultraspectral instruments are collected in either a scanning or staring fashion. Staring instruments, like that described in this paper, are popular because they are capable of producing spatially coherent images of a target scene; therefore, they are suitable for noncontact inspection applications. However, the wavebands need to be coregistered. A new application of hyperspectral instrumentation is proposed, where a sheet-of-light method, produced by a low-power laser light, is used to compute range measurements, and a hyperspectral instrument is used to acquire spectral information in the visible (VIS) range of the spectrum. The main advantage of this method is that a single hyperspectral tunable filter arrangement is used to sweep the image to get 3-D information and acquire hyperspectral spectral measurements of a scene. This paper describes the implementation of the image acquisition subsystem, which was done in LabView, and the method used to obtain coregistered radiometrically calibrated spectral imagery and range information. Test cases showed that the instrument may be used to retrieve height and spectral information of small areas and could be used for skin-imaging applications."
Latest achievements in metalenses for advanced imaging applications;Metalens technology is rapidly advancing the frontiers of optical imaging by enabling flat, lightweight, and multifunctional alternatives to conventional refractive elements. Recent progress in improving efficiency, chromatic dispersion control, and scalable fabrication has positioned metalenses as pivotal components of next-generation optical platforms. In the first part of this review, we survey key developments in metalens design that address long-standing challenges in optics, including chromatic aberration, high-numerical-aperture focusing, and correction of higher-order aberrations such as spherical aberration and astigmatism. We then explore their integration into advanced imaging modalities, specifically multispectral, hyperspectral, and polarimetric systems, highlighting their role in enhancing imaging quality and operational capability. Finally, we discuss emerging applications in passive depth sensing, edge-enhanced imaging, and hybrid computational architectures, where deep neural networks are leveraged to restore broadband metalens-acquired images. Collectively, these innovations mark a paradigm shift in imaging science, with far-reaching implications for consumer optics, biomedical instrumentation, and industrial metrology, where compactness, performance, and integrability are paramount.
Perspective on the current state of hyperspectral/multispectral imaging for minimally invasive surgery;Significance Minimally invasive surgery (MIS) offers substantial benefits to patients, including reduced trauma and faster recovery. However, it limits visual and tactile feedback, which can affect surgical decision-making. Hyperspectral and multispectral imaging (HSI/MSI) are imaging technologies with the potential to provide detailed, real-time tissue characterization, enhancing minimally invasive intraoperative guidance. Aim This perspective aims to summarize the current state-of-the-art in the use of HSI/MSI in laparoscopy and endoscopy. It focuses on both technological development and clinical implementation, providing an overview of performance characteristics and translational state. Approach A structured literature search was conducted to identify relevant studies. These were analyzed for key system specifications (spectral range, resolution, and acquisition speed) and clinical applications. The studies were further categorized using a bench-to-bedside framework to evaluate their level of translational progress. Results The majority of studies fall within early translational stages (T1 to T2), with no reports of large-scale clinical trials. Most systems operate in the visible spectrum (450 to 650 nm), optimized for blood-related imaging. Applications include perfusion assessment, nerve visualization using short-wave infrared wavelengths, and tumor detection. Conclusions HSI/MSI for MIS is a rapidly developing field with demonstrated potential across a range of applications. Continued research and validation are essential to transition these technologies from experimental use to routine surgical practice.
Oximetry using multispectral imaging: theory and application;Multispectral imaging (MSI) is a technique for measurement of blood oxygen saturation in vivo that can be applied using various imaging modalities to provide new insights into physiology and disease development. This tutorial aims to provide a thorough introduction to the theory and application of MSI oximetry for researchers new to the field, whilst also providing detailed information for more experienced researchers. The optical theory underlying two-wavelength oximetry, three-wavelength oximetry, pulse oximetry, and multispectral oximetry algorithms are described in detail. The varied challenges of applying MSI oximetry to in vivo applications are outlined and discussed, covering: the optical properties of blood and tissue, optical paths in blood vessels, tissue auto-fluorescence, oxygen diffusion, and common oximetry artefacts. Essential image processing techniques for MSI are discussed, in particular, image acquisition, image registration strategies, and blood vessel line profile fitting. Calibration and validation strategies for MSI are discussed, including comparison techniques, physiological interventions, and phantoms. The optical principles and unique imaging capabilities of various cutting-edge MSI oximetry techniques are discussed, including photoacoustic imaging, spectroscopic optical coherence tomography, and snapshot MSI.
Invited Article: Comparison of hyperspectral coherent Raman scattering microscopies for biomedical applications;Raman scattering based imaging represents a very powerful optical tool for biomedical diagnostics. Different Raman signatures obtained by distinct tissue structures and disease induced changes provoke sophisticated analysis of the hyperspectral Raman datasets. While the analysis of linear Raman spectroscopic tissue data is quite established, the evaluation of hyperspectral nonlinear Raman data has not yet been evaluated in great detail. The two most common nonlinear Raman methods are CARS (coherent anti-Stokes Raman scattering) and SRS (stimulated Raman scattering) spectroscopy. Specifically the linear concentration dependence of SRS as compared to the quadratic dependence of CARS has fostered the application of SRS tissue imaging. Here, we applied spectral processing to hyperspectral SRS and CARS data for tissue characterization. We could demonstrate for the first time that similar cluster distributions can be obtained for multispectral CARS and SRS data but that clustering is based on different spectral features due to interference effects in CARS and the different concentration dependence of CARS and SRS. It is shown that a direct combination of CARS and SRS data does not improve the clustering results. (C) 2018 Author(s).
Age Prediction of Hematoma from Hyperspectral Images Using Convolutional Neural Networks;"Accurate estimation of hematoma age remains a major challenge in forensic practice, as current assessments rely heavily on subjective visual interpretation. Hyperspectral imaging (HSI) captures rich spectral signatures that may reflect the biochemical evolution of hematomas over time. This study evaluates whether a convolutional neural network (CNN) integrating both spectral and spatial information improves hematoma age estimation accuracy. Additionally, we investigate whether performance can be maintained using a reduced, physiologically motivated subset of wavelengths. Using a dataset of forearm hematomas from 25 participants, we applied radiometric normalization and SAM-based segmentation to extract 64 & times;64 & times;204 hyperspectral patches. In leave-one-subject-out cross-validation, the CNN outperformed a spectral-only Lasso baseline, reducing the mean absolute error (MAE) from 3.24 days to 2.29 days. Band-importance analysis combining SmoothGrad and occlusion sensitivity identified 20 highly informative wavelengths; using only these bands matched or exceeded the accuracy of the full 204-band model across early, middle, and late hematoma stages. These results demonstrate that spectral-spatial modeling and physiologically grounded band selection can enhance estimation accuracy while significantly reducing data dimensionality. This approach supports the development of compact multispectral systems for objective clinical and forensic evaluation."
Advancements in non-invasive hyperspectral imaging: Mapping blood oxygen levels and vascular health for clinical and research applications;Oxygen content is crucial for the functioning of human body organs, as it plays a vital role in cellular respiration, which generates energy necessary for life-sustaining functions. The absence of adequate oxygen leads to cellular dysfunction and eventual organismal death due to energy deprivation. In this study, we designed a rapid, non -invasive, and non -contact custom hyperspectral imaging system to assess blood perfusion in arteries, capillaries, and veins across various human organs, including the arm, eye, and leg. The system recorded cube images consisting of multispectral image ranges, capturing spectral information in both the visible and infrared spectra. Segmentation of the visible spectrum (400 to 700 nm) and the infrared spectrum (700 to 1000 nm) facilitated the mapping of blood oxygen levels in the investigated samples. The estimated oxygen levels were calculated using the custom hyperspectral imaging system and associated algorithm, with validation and calibration performed against the gold standard pulse oximeter. Our results demonstrate that the custom hyperspectral imaging system accurately mapped blood perfusion and oxygen levels in organs, showing strong agreement with pulse oximeter measurements. This study underscores the utility of custom hyperspectral imaging in non-invasively assessing blood oxygenation and perfusion in human organs, offering a promising avenue for clinical diagnostics and monitoring of vascular health.
Snapshot multispectral imaging using optical-informed learning;Multispectral imaging has wide applications in the fields of science and engineering, as it offers more comprehensive information than RGB data, which is particularly useful in addressing issues such as metamer ism. However, traditional multispectral imaging is limited by factors such as time, space, and accuracy, which hinder its ability to achieve fast, precise, and costeffective spectral imaging. In this paper, an optical-informed deep learned multispectral imaging technique is proposed to achieve accurate, fast, and plug-and-play multispectral imaging. By modeling the spectral estimation as an inverse problem-solving task, an end-to-end neural network comprising mixture attention modules is specifically designed for automatic transformation from a one-shot RGB image to a hyperspectral image, incorporating optical priors to improve network performance and its interpretability. A pilot optical system comprising a complex illumination simulation lightbox and a beamsplitter is established to validate the effectiveness under different illumination conditions. The experimental results indicate that the proposed technique achieves high spectral reconstruction accuracy, with an MSE of 0.00426 and an SSIM of 0.942, representing a 29% improvement in MSE compared to HSCNN +. Experiments under different lighting conditions and response curves are conducted to ensure robustness in all scenarios. The pipeline achieves real-time and robust multispectral imaging based on a one-shot RGB image, providing a new panel for snapshot multispectral imaging, with the potential for wide application in medical imaging, quality monitoring, and mineral exploration. (c) 2025 Optica Publishing Group under the terms of the Optica Open Access Publishing Agreement
Near-lossless compression of 3-D optical data;In this work, near-lossless compression yielding strictly bounded reconstruction error is proposed for high-quality compression of remote sensing images. A classified causal DPCM scheme is presented for optical data, either multi/hyperspectral three-dimensional (3-D) or panchromatic two-dimensional (2-D) observations. It is based on a classified linear-regression prediction, followed by context-based arithmetic coding of the outcome prediction errors and provides excellent performances, both for reversible and for irreversible (near-lossless) compression. Coding times are affordable thanks to fast convergence of training. Decoding is always real time. If the reconstruction errors fall within the boundaries of the noise distributions, the decoded images will be virtually lossless even though encoding was not strictly reversible.
Spectrally programmable light engine for in vitro or in vivo molecular imaging and spectroscopy;A spectrally and temporally programmable light engine can create any spectral profile for hyperspectral, fluorescence, or principal-component imaging or with medical photonics devices employing spectroscopy, microscopy, and endoscopy. Multispectral imaging feasibility was demonstrated by capturing nine images at wavelengths from 450 to 650 mm (25-nm FWHM) with a CCD-camera-equipped bronchoscope coupled to the light engine. Selected wavelength regions were combined to produce a color endoscopy image. (c) 2005 Optical Society of America.
Discriminant Tensor-Based Manifold Embedding for Medical Hyperspectral Imagery;Medical hyperspectral imagery has recentlyattracted considerable attention. However, for identification tasks, the high dimensionality of hyperspectral images usually leads to poor performance. Thus, dimensionality reduction (DR) is crucial in hyperspectral image analysis. Motivated by exploiting the underlying structure information of medical hyperspectral images and enhancing the discriminant ability of features, a discriminant tensor-based manifold embedding (DTME) is proposed for discriminant analysis of medical hyperspectral images. Based on the idea of manifold learning, a new discriminant similarity metric is designed, which takes into account the tensor representation, sparsity, low-rank and distribution characteristics. Then, an inter-class tensor graph and an intra-class tensor graph are constructed using the new similarity metric to reveal intrinsic manifold of hyperspectral data. Dimensionality reduction is achieved by embedding this supervised tensor graphs into the low-dimensional tensor subspace. Experimental results on membranous nephropathy and white bloodcells identification tasks demonstrate the potential clinical value of the proposed DTME.
Opti-MSFA: a toolbox for generalized design and optimization of multispectral filter arrays;Multispectral imaging captures spatial information across a set of discrete spectral channels and is widely utilized across diverse applications such as remote sensing, industrial inspection, and biomedical imaging. Multispectral filter arrays (MSFAs) are filter mosaics integrated atop image sensors that facilitate cost-effective, compact, snapshot multispectral imaging. MSFAs are pre-configured based on application-where filter channels are selected corresponding to targeted absorption spectra-making the design of optimal MSFAs vital for a given application. Despite the availability of many design and optimization approaches for spectral channel selection and spatial arrangement, major limitations remain. There are few robust approaches for joint spectral-spatial optimization, techniques are typically only applicable to limited datasets and most critically, are not available for general use and improvement by the wider community. Here, we reconcile current MSFA design techniques and present Opti-MSFA: a Python-based open-access toolbox for the centralized design and optimization of MSFAs. Opti-MSFA incorporates established spectral-spatial optimization algorithms, such as gradient descent and simulated annealing, multispectral-RGB image reconstruction, and is applicable to user-defined input of spatial-spectral datasets or imagery. We demonstrate the utility of the toolbox by comparing against other published MSFAs using the standard hyperspectral datasets Samson and Jasper Ridge, and further show application on experimentally acquired fluorescence imaging data. In conjunction with end-user input and collaboration, we foresee the continued development of Opti-MSFA for the benefit of the wider research community. Published by Optica Publishing Group under the terms of the Creative Commons Attribution 4.0 License.
Validation of two techniques for intraoperative hyperspectral human tissue determination;Purpose: Hyperspectral imaging (HSI) is a non-contact optical imaging technique with the potential to serve as an intraoperative computer-aided diagnostic tool. Our work analyzes the optical properties of visible structures in the surgical field for automatic tissue categorization. Approach: Building an HSI-based computer-aided tissue analysis system requires accurate ground truth and validation of optical soft tissue properties as these show large variability. We introduce and validate two different hyperspectral intraoperative imaging setups and their use for the analysis of optical tissue properties. First, we present an improved multispectral filter-wheel setup integrated into a fully digital microscope. Second, we present a novel setup of two hyperspectral snapshot cameras for intraoperative usage. Both setups are operating in the spectral range of 400 up to 975 nm. They are calibrated and validated using the same database and calibration set. Results: For validation, a color chart with 18 well-defined color spectra in the visual range is analyzed. Thus the results acquired with both settings become transferable and comparable to each other as well as between different interventions. On patient data of two different otorhinolaryngology procedures, we analyze the optical behaviors of different soft tissues and show a visualization of such different spectral information. Conclusion: The introduced calibration pipeline for different HSI setups allows comparison between all acquired spectral information. Clinical in vivo data underline the potential of HSI as an intraoperative diagnostic tool and the clinical usability of both introduced setups. Thereby, we demonstrate their feasibility for the in vivo analysis and categorization of different human soft tissues. (C) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 Unported License.
Cost-efficient coupled learning methods for recovering near-infrared information from RGB signals: Application in precision agriculture;Multispectral imaging and the derived spectral analysis offer useful tools for revealing beneficial information for a variety of applications, e.g., precision agriculture, medical imaging and autonomous driving. Contrary to mainstream RGB cameras that can capture information derived only from three bands within the visible spectrum, the multispectral cameras can offer better spectral resolution by utilizing the underlying information in the visible and the near-infrared spectrum. However, the cost of the multispectral cameras is very high and their mobility is limited due to their weight and their need for special hardware equipment. Considering the aforementioned limitations, we propose two low-cost and efficient methods to infer detailed spectral information outside the visible spectrum range by employing only an RGB camera. The proposed methods require significantly less training data, containing approximately 99.8% less parameters compared to the competing deep learning approaches and can be deployed on various edge devices with computational and power constraints, e.g., mobile phones or unmanned drones for addressing problems in precision agriculture under real-field settings. Extensive numerical results demonstrate the efficacy of the proposed models to reconstruct images outside the visible spectrum. Additionally, the reconstructed images can be utilized to estimate the normalized difference vegetation index (NDVI), which can reveal valuable information concerning the health of the monitored plants without the need of a multispectral camera.
Perspectives, potentials and trends of ex vivo and in vivo optical molecular pathology;It is pivotal for medical applications, such as noninvasive histopathologic characterization of tissue, to realize label-free and molecule-specific representation of morphologic and biochemical composition in real-time with subcellular spatial resolution. This unmet clinical need requires new approaches for rapid and reliable real-time assessment of pathologies to complement established diagnostic tools. Photonic imaging combined with digitalization offers the potential to provide the clinician the requested information both under in vivo and ex vivo conditions. This report summarizes photonic approaches and their use in combination with image processing, machine learning and augmented virtual reality that might solve current challenges in modern medicine. Details are given for pathology, intraoperative diagnosis in head and neck cancer and endoscopic diagnosis in gastroenterology.
